                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3058,                 4.4591,                 4.2599,                 0.0013,                0.44127,                0.00731,                0.00245,                 3.1942,                 4.9857,                  4.186,             0.00065248,             0.00065248,             0.00065248
                      2,                 2.8514,                 3.4985,                 3.5925,                0.00197,                0.23193,                0.01011,                0.00338,                 3.1832,                 4.8284,                 4.2247,              0.0012669,              0.0012669,              0.0012669
